method,config_label,param_family,problem_id,problem,n,x0_label,tau,rho,beta,eta,zeta,alpha_min,alpha_max,lambda0,gamma,c,zeta1,zeta2,eps,maxiter,converged,status,restarts,iterations,f_evals,residual,cpu_time
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,53,106,8.3488771451811772e-12,0.019558200000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,53,106,7.993588063056351e-12,0.021758699999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,52,105,9.6367358537463588e-12,0.0229006
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,52,105,8.7041663219266282e-12,0.020187699999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,52,105,8.1268325402561459e-12,0.0211907
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,51,102,9.0150109599562711e-12,0.021543099999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,53,106,8.6153306710912148e-12,0.0205703
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,53,107,7.5029995032844801e-12,0.0219449
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,5,P5,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,53,106,8.4469271322564805e-12,0.021747200000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,31,63,8.3932860661661834e-12,0.0077070999999999997
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,57,8.3710816056736803e-12,0.0071739000000000004
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,30,61,6.3060667798708891e-12,0.0085436000000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,31,63,7.5495165674510645e-12,0.0076363999999999998
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,33,67,7.3940853440035426e-12,0.0089902999999999997
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,34,68,8.2156503822261584e-12,0.0093621999999999993
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,36,73,6.794564910705958e-12,0.0087504000000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,37,75,6.3504757008558954e-12,0.0098188000000000008
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,123,246,9.9587403657833867e-12,0.031919299999999998
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,6,P6,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,76,152,9.2681827060644651e-12,0.020292500000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,425,1443,9.3392988184656901e-12,0.2745727
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,875,2729,9.5478377945984502e-12,0.24542610000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,774,1707,9.7551188396609599e-12,0.14841199999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,589,1519,9.734861226191661e-12,0.2790764
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,704,1831,9.9245734718909988e-12,0.21207680000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,531,1358,9.6719896426777137e-12,0.10863929999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,545,1460,9.4774558609762141e-12,0.10970920000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,633,1799,9.7873953258637791e-12,0.3086468
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,711,2303,9.7385528420544439e-12,0.21027489999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,8,P8,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,510,1309,9.4669163474649848e-12,0.1030647
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,33,67,7.5273121069585613e-12,0.0055389999999999997
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,32,66,6.3726801613483985e-12,0.0061383000000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,33,67,9.170442183403793e-12,0.0060453
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,8.1934459217336553e-12,0.0069249999999999997
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,9.170442183403793e-12,0.0057851999999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,8.5487172896137054e-12,0.0055967999999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,58,6.2172489379008766e-12,0.0047219999999999996
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,8,43,86,8.9483975784787617e-12,0.0080517000000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,6,44,90,6.5369186584238442e-12,0.0081714999999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,10,P10,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,36,73,8.3084578111364326e-12,0.0065732999999999998
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,56,112,8.324161463367145e-12,0.0156004
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,56,112,8.000151554972354e-12,0.0153905
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,56,112,7.7905758186065693e-12,0.17282600000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,55,111,9.9111057146198063e-12,0.0126426
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,55,111,9.5184856452185662e-12,0.018634700000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,55,111,9.7633390915858402e-12,0.0124631
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,60,125,7.707139607310283e-12,0.017707500000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,79,377,8.3937188995361448e-12,0.048917700000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,56,112,7.5327877314466189e-12,0.013446
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,11,P11,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,57,114,8.1182269952544367e-12,0.017746700000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,30,61,6.3282712403633923e-12,0.011146
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,57,8.3655304905505545e-12,0.018632200000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,31,63,8.3877349510430577e-12,0.0073578000000000003
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,33,66,9.5978780478844783e-12,0.0081959000000000008
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,34,68,7.8659301294692341e-12,0.0087188000000000005
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,6.872280522429719e-12,0.0140657
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,8.9650509238481391e-12,0.0080412000000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,37,75,6.5614180755346752e-12,0.0090679000000000003
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,6.3668293467107719e-12,0.011184299999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,12,P12,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,42,84,7.4389260697653461e-12,0.0094342000000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,25,53,7.1165295878472534e-12,0.0064003000000000003
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,25,52,8.915090887740007e-12,0.0078864
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,25,53,7.7937656328685989e-12,0.0057911999999999998
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,27,57,6.4392935428259079e-12,0.0080619000000000003
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,28,58,8.8373752760162461e-12,0.0065399999999999998
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,29,60,6.3726801613483985e-12,0.0081337000000000007
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,57,8.8706819667550008e-12,0.0078300999999999996
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,58,9.758860386455126e-12,0.010937000000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,284,849,9.5839182987090853e-12,0.0948489
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,13,P13,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,304,911,9.4521523196209717e-12,0.11712400000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,26,55,7.2164496600635175e-12,0.0075636999999999996
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,25,52,6.5725203057809267e-12,0.0069194
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,24,51,6.2727600891321345e-12,0.0064086000000000004
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,26,55,5.4178883601707639e-12,0.0069163999999999996
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,27,57,6.283862319378386e-12,0.0068087
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,28,57,8.0047080075473787e-12,0.0081577999999999998
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,30,67,9.4813046302988369e-12,0.0080519000000000007
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,28,58,7.382983113757291e-12,0.0081784000000000006
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,59,9.9203188532766107e-12,0.0069908000000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,14,P14,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,415,1246,9.7466544175978099e-12,0.31785750000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,8,0,0.0015439
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,8,0,0.0014407000000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,24,55,4.3298697960381105e-12,0.0138464
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,23,52,8.8817841970012523e-12,0.027825200000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,4,0,0.00092219999999999997
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,4,0,0.00065780000000000005
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,3,0,0.0007607
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,13,0,0.0023838000000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,719,4386,9.6390849828899841e-12,0.68985920000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,15,P15,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,787,4777,9.7977775214493774e-12,0.95982420000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,203,609,9.9640599411220012e-12,0.043834499999999998
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,245,810,8.6547836813024104e-12,0.054694800000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,276,895,9.0991684031112228e-12,0.061157400000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,217,689,8.6145282457841236e-12,0.20540040000000001
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,233,771,8.211601858878744e-12,0.0828927
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,236,796,9.982684847453844e-12,0.059912199999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,247,843,8.9404633474048206e-12,0.056129999999999999
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,265,912,8.3926943948323757e-12,0.079814700000000002
SOPP,alpha_min=0.1;alpha_max=2.5,alpha,16,P16,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2.5,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,366,782,9.8768189906368613e-12,0.070542199999999999
