method,config_label,param_family,problem_id,problem,n,x0_label,tau,rho,beta,eta,zeta,alpha_min,alpha_max,lambda0,gamma,c,zeta1,zeta2,eps,maxiter,converged,status,restarts,iterations,f_evals,residual,cpu_time,tsel,srule
SOPP,tsel=gap,tsel,6,P6,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,79,158,8.2190428541825646e-12,0.020786900000000001,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,427,1447,9.9332760439160648e-12,0.098179699999999995,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,1145,2386,9.6838663210172537e-12,0.22297839999999999,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,1105,2360,9.8161726219952192e-12,0.46254810000000002,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,814,2005,9.9496250888094841e-12,0.17685890000000001,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,990,2380,9.0124285599833666e-12,0.2015496,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,634,1572,9.9092204907217044e-12,0.35004849999999998,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,635,1658,9.9239694807639361e-12,0.1898888,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,770,1991,9.7006758830801905e-12,0.1653944,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,793,2440,9.857355342533474e-12,0.1703143,gap,max
SOPP,tsel=gap,tsel,8,P8,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,736,2161,9.3918199996197197e-12,0.39640829999999999,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,8.3710816056736803e-12,0.0094006000000000003,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,32,65,6.3726801613483985e-12,0.0099276999999999994,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,33,67,9.170442183403793e-12,0.0135773,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,8.1934459217336553e-12,0.0049657,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,9.170442183403793e-12,0.0052715000000000001,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,8.5487172896137054e-12,0.0118557,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,58,6.2172489379008766e-12,0.0039410000000000001,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,8,41,83,6.4837024638109142e-12,0.0066785999999999998,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,6,47,94,8.0409665245272859e-12,0.021255900000000001,gap,max
SOPP,tsel=gap,tsel,10,P10,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,36,73,7.6059970420642889e-12,0.0118602,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,56,112,8.2775978183277606e-12,0.016851000000000001,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,56,112,7.9497470326409687e-12,0.0140287,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,56,112,7.7345636207056165e-12,0.0147679,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,55,111,9.8369091289908527e-12,0.0139285,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,55,111,9.481042864956744e-12,0.0138003,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,55,111,9.7747090864794372e-12,0.0155202,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,60,125,8.9011475920322536e-12,0.015059899999999999,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,83,384,8.3932753340034176e-12,0.035645400000000001,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,56,112,7.5028617792564243e-12,0.014121699999999999,gap,max
SOPP,tsel=gap,tsel,11,P11,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,57,114,8.0404143838742745e-12,0.014839099999999999,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,30,61,6.3282712403633923e-12,0.0076563000000000004,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,57,8.3655304905505545e-12,0.0068964999999999999,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,31,63,8.3877349510430577e-12,0.0078873999999999993,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,33,66,9.5978780478844783e-12,0.0095700000000000004,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,34,68,7.8659301294692341e-12,0.0087373999999999993,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,6.872280522429719e-12,0.0086209000000000008,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,8.9650509238481391e-12,0.0091336000000000004,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,37,75,6.5614180755346752e-12,0.0093045000000000003,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,34,69,6.3679183724033905e-12,0.0092402999999999999,gap,max
SOPP,tsel=gap,tsel,12,P12,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,42,84,7.4460924562871256e-12,0.0112301,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,25,53,7.1165295878472534e-12,0.0065310999999999998,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,25,52,8.915090887740007e-12,0.0066388000000000003,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,25,53,7.7937656328685989e-12,0.0064356999999999999,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,27,57,6.4392935428259079e-12,0.0069268000000000003,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,28,58,8.8373752760162461e-12,0.0070305999999999997,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,29,60,6.3726801613483985e-12,0.0076455999999999998,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,57,8.8706819667550008e-12,0.0088657000000000007,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,58,9.758860386455126e-12,0.0071473999999999999,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,284,849,9.5815928417954469e-12,0.093300400000000006,gap,max
SOPP,tsel=gap,tsel,13,P13,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,304,911,9.4526408388434448e-12,0.2642333,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,26,55,7.2164496600635175e-12,0.0064431000000000002,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,25,52,6.5725203057809267e-12,0.0067226999999999999,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,24,51,6.2727600891321345e-12,0.0096101999999999993,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,26,55,5.4178883601707639e-12,0.0098563000000000001,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,27,57,6.283862319378386e-12,0.010872100000000001,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,28,57,8.0047080075473787e-12,0.011131200000000001,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,31,67,9.0705221111875289e-12,0.017225899999999999,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,28,57,7.382983113757291e-12,0.0062748999999999999,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,59,9.9207844134964858e-12,0.0068925999999999996,gap,max
SOPP,tsel=gap,tsel,14,P14,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,415,1246,9.7486017595931505e-12,0.19390399999999999,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,8,0,0.0011119000000000001,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,8,0,0.0011150000000000001,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,24,55,4.3298697960381105e-12,0.010047800000000001,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,23,52,8.8817841970012523e-12,0.0096308000000000001,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,4,0,0.00090609999999999996,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,4,0,0.00067529999999999999,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,3,0,0.00053479999999999999,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,1,13,0,0.0024128999999999999,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,720,4392,9.923209835880012e-12,0.71567729999999996,gap,max
SOPP,tsel=gap,tsel,15,P15,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,786,4771,9.7847267531953137e-12,0.97277020000000003,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,209,628,9.0255973976661341e-12,0.050743299999999998,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,278,917,9.4870701323276557e-12,0.074046000000000001,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,280,929,7.9932463260342492e-12,0.065671400000000005,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,234,742,9.860602475727011e-12,0.051604999999999998,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,252,823,9.7758933387698521e-12,0.056449199999999998,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,249,834,8.8064055206931453e-12,0.22347020000000001,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,457,1181,9.7911684404520562e-12,0.14442140000000001,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,433,1170,9.91707478397032e-12,0.1251555,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,451,966,9.4009810091215633e-12,0.087093900000000002,gap,max
SOPP,tsel=gap,tsel,16,P16,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,232,691,9.8469527441772694e-12,0.065041500000000002,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,50,100,8.8839532348841421e-12,0.0125921,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,50,101,8.0393886936992245e-12,0.0156869,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,50,101,9.4903863445730371e-12,0.013160399999999999,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,51,102,9.0742614887044467e-12,0.012547600000000001,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,51,103,7.8031782440732518e-12,0.0124273,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,51,103,8.2435316980058876e-12,0.012835600000000001,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,51,102,9.3273174042688958e-12,0.012582899999999999,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,50,102,7.7635688885529864e-12,0.012657699999999999,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,44,88,9.7737408877083045e-12,0.0109687,gap,max
SOPP,tsel=gap,tsel,17,P17,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,50,101,8.8732755103816916e-12,0.012337300000000001,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,9,18,9.2370555648813024e-12,0.0040549000000000002,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,9,18,9.2370555648813024e-12,0.002862,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,9,18,9.2370555648813024e-12,0.0039918999999999996,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,9,18,9.2370555648813024e-12,0.0028798000000000001,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,1.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,9,18,9.2370555648813024e-12,0.0041513000000000001,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,1.1,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,48,96,7.815970093361102e-12,0.017696300000000002,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,2.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,52,104,8.7707618945387367e-12,0.020649399999999998,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,5.0,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,55,110,9.3924867883288243e-12,0.0221715,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,1/k,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,9,18,9.2370555648813024e-12,0.0044828999999999997,gap,max
SOPP,tsel=gap,tsel,18,P18,10000,k/n,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,9,18,9.2370555648813024e-12,0.0029520000000000002,gap,max
SOPP,tsel=gap,tsel,19,P19,10000,0.4,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_trial,0,29,100,6.7067011666477327e-12,0.0078761999999999999,gap,max
SOPP,tsel=gap,tsel,19,P19,10000,0.5,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,28,103,7.0979680466543016e-12,0.0081741999999999995,gap,max
SOPP,tsel=gap,tsel,19,P19,10000,0.6,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,33,107,8.0185857953551931e-12,0.0086485999999999993,gap,max
SOPP,tsel=gap,tsel,19,P19,10000,0.8,1,0.80000000000000004,0.5,,0.0001,0.10000000000000001,2,1,1.1000000000000001,3,1,1,9.9999999999999994e-12,2000,true,converged_projected,0,35,117,6.0429959647390064e-12,0.009044,gap,max
